DOI,Title,Authors,Abstract,Journal,Year
10.3389/fphys.2022.852357,"Validation of Potential Reference Genes for Real-Time qPCR Analysis in Pharaoh Ant, Monomorium pharaonis (Hymenoptera: Formicidae)","Guo Ding, Qionghua Gao, Jun Chen, Jie Zhao, Guojie Zhang, Weiwei Liu","Ants are highly diverse social insects living in colonies consisted of up to millions of individuals with reproductive division of labors. Due to the interests in disclosing the genetic and epigenetic regulation mechanisms underlying the distinct developmental trajectories between castes and division of labor in colonies, many ant species have recently been established as laboratory models for evolutionary development and social behavior studies. These functional studies often request a precise quantification of the relative gene expression level, which relies on a stably expressed reference genes for normalization. A core set of reliable reference genes for this purpose however has not been established yet in ants. In the present study, we tested the expression patterns and amplification efficiencies of 12 abundantly expressed candidate genes in Monomorium pharaonis, one of the few ant species that are suitable for laboratory rearing and experimentation. We quantified the expression levels of these genes by RT-qPCR in seven different conditions: embryo development, sexual development, worker development, adult phenotypes, tissues, and two abiotic manipulative treatments in pharaoh ant. Finally, five genes, elongation factor-1 alpha (EF1A), glyceraldehyde 3-phosphate dehydrogenase (GAPDH), TATA-box-binding protein (TATA), tubulin gamma-2 chain-like (TBLg2), heat shock protein 67B2-like (HSP67) were found to be the most stable reference genes across seven conditions. We also identified the most stable reference genes applicable for each distinct condition and the optimal number of reference genes entailed were evaluated. Our study validates reliable reference genes for RT-qPCR analysis which lays the foundation for future studies in pharaoh ant.",Frontiers in Physiology,2022
10.3389/fphys.2022.842195,Selection and Validation of Reference Genes for Quantitative Real-Time PCR Normalization in Athetis dissimilis (Lepidoptera: Noctuidae) Under Different Conditions,"Jinrong Tang, Gemei Liang, Shaoqi Dong, Shuang Shan, Man Zhao, Xianru Guo","Reference genes are the key to study gene expression patterns using quantitative real-time PCR (qRT-PCR). No studies on the reference genes of Athetis dissimilis, an important agricultural pest, have been reported. In order to determine the reference genes for qRT-PCR normalization in A. dissimilis under different conditions, 10 candidate genes [18S ribosomal protein (18S), 28S ribosomal protein (28S), arginine kinase (AK), elongation factor 1 alpha (EF1-α), glyceraldehyde-3-phosphate dehydrogenase (GAPDH), ribosomal protein L32 (RPL32), ribosomal protein L40 (RPL40), alpha-tubulin (α-TUB), beta-actin (β-ACT), and beta-tubulin (β-TUB)] of A. dissimilis were selected to evaluate their stability as reference genes under different biotic and abiotic conditions by using five tools, geNorm, NormFinder, BestKeeper, ΔCt, and RefFinder. Furthermore, CSP1 and superoxide dismutase (SOD) were used as target genes to validate the candidate reference genes. The results showed that different reference genes were needed under different experimental conditions, among which, EF-1α, RPL40, and 18S are most suitable reference genes for studying genes related development stages of A. dissimilis, RPL40 and α-TUB for larval tissues, α-TUB and 28S for adult tissues, EF-1α and β-ACT for insecticidal treatments, β-ACT and 28S for temperature treatments, EF-1α and β-ACT for starvation treatments, RPL40 and 18S for dietary treatments, and 18S, 28S, and α-TUB for all the samples. These results provide suitable reference genes for studying gene expression in A. dissimilis under different experimental conditions, and also lay the foundation for further research into the function of related genes in A. dissimilis.",Frontiers in Physiology,2022
10.1371/journal.pcbi.1009868,RNA-Seq is not required to determine stable reference genes for qPCR normalization,"Nirmal Kumar Sampathkumar, Venkat Krishnan Sundaram, Prakroothi S. Danthi, Rasha Barakat, Shiden Solomon, Mrityunjoy Mondal, Ivo Carre, Tatiana El Jalkh, Aïda Padilla-Ferrer, Julien Grenier, Charbel Massaad, Jacqueline C. Mitchell","Assessment of differential gene expression by qPCR is heavily influenced by the choice of reference genes. Although numerous statistical approaches have been proposed to determine the best reference genes, they can give rise to conflicting results depending on experimental conditions. Hence, recent studies propose the use of RNA-Seq to identify stable genes followed by the application of different statistical approaches to determine the best set of reference genes for qPCR data normalization. In this study, however, we demonstrate that the statistical approach to determine the best reference genes from commonly used conventional candidates is more important than the preselection of ‘stable’ candidates from RNA-Seq data. Using a qPCR data normalization workflow that we have previously established; we show that qPCR data normalization using conventional reference genes render the same results as stable reference genes selected from RNA-Seq data. We validated these observations in two distinct cross-sectional experimental conditions involving human iPSC derived microglial cells and mouse sciatic nerves. These results taken together show that given a robust statistical approach for reference gene selection, stable genes selected from RNA-Seq data do not offer any significant advantage over commonly used reference genes for normalizing qPCR assays.",PLOS Computational Biology,2022
10.3390/horticulturae8020164,Evaluation of Reference Genes for Quantitative PCR in Eustoma grandiflorum under Different Experimental Conditions,"Wanjie Xue, Lishan Wang, Xueqi Li, Mingwei Tang, Jingyao Li, Bing Ding, Saneyuki Kawabata, Yuhua Li, Yang Zhang","Eustoma grandiflorum, commonly known as prairie gentian or Texas bluebells, is among the most popular agriculturally propagated species of cut flowers. Due to its widespread appeal, there is increasing interest in understanding the molecular genetic factors underlying floral development and resistance to abiotic stresses. We analyzed 18 potential reference genes in different organs, at different floral developmental stages and under drought- and salt-stress treatments, for use in RT-qPCR analysis. A total of four analytical tool packages, including geNorm, NormFinder, BestKeeper, and RefFinder were employed to determine the most appropriate reference genes under each treatment condition. The results demonstrate that different reference genes should be used for normalization under different experimental treatments. EgPP and EgPP2A2 were the most stable internal control genes across different organ types, EgPP and Eg18S were the most stable under salt-stress, EgPP and EgACT1 were the most stable across different floral development stages, and EgEF1A and EgTUA were the most stable reference genes under drought-stress. Additional gene expression analyses of EgMIXTA1, EgTOE1, and EgP5CS1 further confirmed the applicability of these reference genes. The results represent a significant contribution to future studies of reference gene selection for the normalization of gene expression in Eustoma grandiflorum.",Horticulturae,2022
10.1371/journal.pone.0254304,Selection of reference genes for quantitative analysis of microRNA expression in three different types of cancer,"Yuliya A. Veryaskina, Sergei E. Titov, Mikhail K. Ivanov, Pavel S. Ruzankin, Anton S. Tarasenko, Sergei P. Shevchenko, Igor B. Kovynev, Evgenij V. Stupak, Tatiana I. Pospelova, Igor F. Zhimulev","MicroRNAs (miRNAs) are promising biomarkers in cancer research. Quantitative PCR (qPCR), also known as real-time PCR, is the most frequently used technique for measuring miRNA expression levels. The use of this technique, however, requires that expression data be normalized against reference genes. The problem is that a universal internal control for quantitative analysis of miRNA expression by qPCR has yet to be known. The aim of this work was to find the miRNAs with stable expression in the thyroid gland, brain and bone marrow according to NanoString nCounter miRNA quantification data. As a results, the most stably expressed miRNAs were as follows: miR-361-3p, -151a-3p and -29b-3p in the thyroid gland; miR-15a-5p, -194-5p and -532-5p in the brain; miR-140-5p, -148b-3p and -362-5p in bone marrow; and miR-423-5p, -28-5p and -532-5p, no matter what tissue type. These miRNAs represent promising reference genes for miRNA quantification by qPCR.",PLOS ONE,2022
10.19540/j.cnki.cjcmm.20210919.101,,,,,
10.1093/jee/toab214,"Selection of Reference Genes for RT-qPCR Analysis of Wing Dimorphism in English Grain Aphid,<i>Sitobion avenae</i>(Hemiptera: Aphididae)","Xiangrui Li, Xinan Li, Weiwei Yan, Brad Coates, Xuguo Zhou, Chao Wang, Gao Haifeng, Yunhui Zhang, Xun Zhu","AbstractThe English grain aphid, Sitobion avenae (Fabricius), exhibits classic and dramatic phenotypic plasticity in wing development. Both genetic and environmental inputs contribute to the wing polyphenism in aphids, an extreme form of phenotypic plasticity in which a single genotype produces discrete winged and wingless morphs. Validated reference genes are needed to accurately normalize temporal and spatial variation in gene expression estimates by RT-qPCR. In this research, the stability of 11 candidate reference genes selected from S. avenae transcriptomes was evaluated under an array of abiotic and biotic conditions relevant to wing development. RefFinder, a comprehensive software integrating rankings from delta Ct, BestKeeper, NormFinder, and geNorm, offered a series of reference genes for every experimental condition. Overall, helicase (HEL) and ubiquitin ribosomal protein S27A fusion protein (RpS27) are suited for most of the conditions examined in this study, although exceptions do exist. Specifically, NADH dehydrogenase (Ap-NADH) and 28S ribosomal RNA (28S) are recommended for insecticide and antibiotic treatments, while ribosomal RNA L14 (RPL14) and 18S ribosomal RNA (18S) are selected for density treatment, respectively. This study provides a suite of reference genes to investigate the wing polyphenism in S. avenae, and is important for application of RT-qPCR in future experiments of novel tactics to control aphids.",Journal of Economic Entomology,2021
10.3390/plants11040518,Evaluation of Reference Genes in the Polyploid Complex Dianthus broteri (Caryophyllaceae) Using qPCR,"Alba Rodríguez-Parra, Jesús Picazo-Aragonés, Francisco Balao","Dianthus broteri is an endemic complex which is considered the largest polyploid series within the Dianthus genus. This polyploid species involves four cytotypes (2×, 4×, 6× and 12×) with spatial and ecological segregation. The study of gene expression in polyploid species must be very rigorous because of the effects of duplications on gene regulation. In these cases, real-time polymerase chain reaction (qPCR) is the most appropriate technique for determining the gene expression profile because of its high sensitivity. The relative quantification strategy using qPCR requires genes with stable expression, known as reference genes, for normalization. In this work, we evaluated the stability of 13 candidate genes to be considered reference genes in leaf and petal tissues in Dianthus broteri. Several statistical analyses were used to determine the most stable candidate genes: Bayesian analysis, network analysis based on equivalence tests, geNorm and BestKeeper algorithms. In the leaf tissue, the most stable candidate genes were TIP41, TIF5A, PP2A and SAMDC. Similarly, the most adequate reference genes were H3.1, TIP41, TIF5A and ACT7 in the petal tissue. Therefore, we suggest that the best reference genes to compare different ploidy levels for both tissues in D. broteri are TIP41 and TIF5A.",Plants,2022
10.13275/j.cnki.lykxyj.2022.01.014,,,,,
10.1111/1748-5967.12565,Selection and evaluation of reference genes for quantitative real‐time PCR analysis in lac insect (<i>Kerria lacca</i>),"Weiwei Wang, Xiaofei Ling, Nawaz Haider Bashir, Qin Lu, Jinwen Zhang, Tichu Li, Hang Chen","AbstractThe screening and identification of suitable reference genes are key steps in experiments involving the quantitative real‐time polymerase chain reaction. However, the reference genes of Kerria lacca, a lac insect with considerable economic significance, have not been investigated. In this study, we used five statistical algorithms (ΔCt, geNorm, NormFinder, BestKeeper, and RefFinder) to evaluate the stability of eight candidate reference genes (18S rRNA, 28S rRNA, β‐ACT, EF1‐α, RPL10, RPL13, RPS11, and RPS15) in different developmental stages and tissues of K. lacca and under dsRNA treatment. Our results showed that the most stable reference genes were 28S rRNA and RPS11 for the developmental stages, RPL13 and RPS11 for different tissues, and β‐ACT and EF1‐α for dsRNA treatments. Although the target genes FAS and 17β‐HSD showed consistent expression profiles (alone or in combination) when normalized to the expression levels of the stable genes, those changed when the least stable reference gene (18S rRNA) was used. These results highlight that suitable reference genes should be chosen according to the specific experimental conditions used. The reliability and stability of different reference genes can provide a firm foundation for gene expression analysis in lac insects.",Entomological Research,2022
10.1007/s11033-021-06902-z,Reference gene selection for quantitative RT-PCR in Miscanthus sacchariflorus under abiotic stress conditions,"Junqin Zong, Jingbo Chen, Ling Li, Jianjian Li, Dandan Li, Jingjing Wang, Jun Liu, Jianxiu Liu",,Molecular Biology Reports,2022
10.17582/journal.pjz/20200913180928,Quality Evaluation of Reference Gene Expression on Different Tissues in Adults of Tropical Gar Atractosteus tropicus,"Luis Daniel Jiménez Martínez, Vicente Morales Garcia, Carlos Alfonso Frias Quintana, Alejandra del Carmen Castillo Collado, Gloria Gertrudys Asencio Alcudia, Carina Shianya Alvarez Villagomez, Emyr Saul Peña Marín, Bartolo Concha Frias, Carlos Alfonso Alvarez-Gonzalez","Tropical gar (Atractosteus tropicus) is an ancestral subtropical fish species in southeastern Mexico, which has great potential as a model species for physiological, biomedical and genomic studies. The quantification of gene expression through RT-qPCR is one of the most commonly used techniques, due to its precision, sensitivity and high performance, particularly in gene expression to compare between cells, tissues and organs; as well as different populations, stages of development, metabolism, among other conditions. This study analyzed the stability and normalization of six commonly used reference genes such as alpha elongation factor (ef1-α), beta-actin (actb), 18S ribosomal RNA (18s rrna), beta-2-microglobulin (b2m), tubulin alpha (α-tub) and glyceraldehyde 3-phosphate dehydrogenase (gapdh) in the different tissues of the intestine, muscle, gill, stomach, brain and liver in adult males of A. tropicus from reared in captivity through three BestKeeper, geNorm and NormFinder algorithms. Based on our results we can conclude that in the three BestKeeper, NormFinder and geNorm algorithms, the most stable genes are ef1, followed by 18s rrna and actb where the gene stability will depend on specific tissue to analyze in tropical gar A. tropicus adults.",Pakistan Journal of Zoology,2021
10.1016/j.aqrep.2022.101010,Use of quantitative real-time PCR to select reference genes in the testis and ovary of Apostichopus japonicus during the breeding period,"Shuangyan Zhang, Xiaoshang Ru, Fang Su, Wenke Liang, Libin Zhang, Hongsheng Yang",,Aquaculture Reports,2022
10.1007/s11033-021-06927-4,Screening and stability analysis of reference genes in fasting caecotrophy model in rabbits,"Hui He, Zhichao Li, Mengke Ni, Shanshan Xing, Lei Yu, Huifen Xu, Dehu Zhuo, Ming Li",,Molecular Biology Reports,2021
10.1007/s10722-021-01243-z,Evaluation of reference genes for normalization of mRNA and microRNA expression by RT-qPCR under different experimental conditions in Medicago ruthenica (L.) Ledeb.,"Mao-Wei Guo, Lin Zhu, Hong-Yan Li, Zi-Nian Wu, Zhi-Yong Li, Jun Li",,Genetic Resources and Crop Evolution,2021
10.1016/j.plaphy.2021.12.033,Selection and validation of reference genes for measuring gene expression in Piper species at different life stages using RT-qPCR analysis,"Leandro Francisco de Oliveira, Amanda Rusiska Piovezani, Dimitre A. Ivanov, Leonardo Yoshida, Eny Iochevet Segal Floh, Massuo Jorge Kato",,Plant Physiology and Biochemistry,2022
10.3389/fmicb.2021.827241,Identification and Validation of Reference Genes for Gene Expression Analysis in Different Development Stages of Amylostereum areolatum,"Ningning Fu, Jiaxing Li, Ming Wang, Lili Ren, Shixiang Zong, Youqing Luo","A strict relationship exists between the Sirex noctilio and the Amylostereum areolatum, which is carried and spread by its partner. The growth and development of this symbiotic fungus is key to complete the life history of the Sirex woodwasp. Real-time quantitative polymerase chain reaction (RT-qPCR) is used to measure gene expression in samples of A. areolatum at different growth stages and explore the key genes and pathways involved in the growth and development of this symbiotic fungus. To obtain accurate RT-qPCR data, target genes need to be normalized by reference genes that are stably expressed under specific experimental conditions. In our study, the stability of 10 candidate reference genes in symbiotic fungal samples at different growth and development stages was evaluated using geNorm, NormFinder, BestKeeper, delta Ct methods, and RefFinder. Meanwhile, laccase1 was used to validate the stability of the selected reference gene. Under the experimental conditions of this study, p450, CYP, and γ-TUB were identified as suitable reference genes. This work is the first to systematically evaluate the reference genes for RT-qPCR results normalization during the growth of this symbiotic fungus, which lays a foundation for further gene expression experiments and understanding the symbiotic relationship and mechanism between S. noctilio and A. areolatum.",Frontiers in Microbiology,2022
10.3389/fphys.2021.818210,Selection and Validation of Reference Genes for RT-qPCR Normalization in Bradysia odoriphaga (Diptera: Sciaridae) Under Insecticides Stress,"Haiyan Fu, Tubiao Huang, Cheng Yin, Zhenhua Xu, Chao Li, Chunguang Liu, Tong Wu, Fuqiang Song, Fujuan Feng, Fengshan Yang","Bradysia odoriphaga (Diptera: Sciaridae) is the most serious root maggot pest which causes substantial damage to the Chinese chive. Organophosphate (OP) and neonicotinoid insecticides are widely used chemical pesticides and play important roles in controlling B. odoriphaga. However, a strong selection pressure following repeated pesticide applications has led to the development of resistant populations of this insect. To understand the insecticide resistance mechanism in B. odoriphaga, gene expression analysis might be required. Appropriate reference gene selection is a critical prerequisite for gene expression studies, as the expression stability of reference genes can be affected by experimental conditions, resulting in biased or erroneous results. The present study shows the expression profile of nine commonly used reference genes [elongation factor 1α (EF-1α), actin2 (ACT), elongation factor 2α (EF-2α), glucose-6-phosphate dehydrogenase (G6PDH), glyceraldehyde-3-phosphate dehydrogenase (GAPDH), ribosomal protein L10 (RPL10), ribosomal protein S3 (RPS3), ubiquitin-conjugating enzyme (UBC), and α-tubulin (TUB)] was systematically analyzed under insecticide stress. Moreover, we also evaluated their expression stability in other experimental conditions, including developmental stages, sexes, and tissues. Five programs (NormFinder, geNorm, BestKeeper, RefFinder, and ΔCt) were used to validate the suitability of candidate reference genes. The results revealed that the most appropriate sets of reference genes were RPL10 and ACT across phoxim; ACT and TUB across chlorpyrifos and chlorfluazuron; EF1α and TUB across imidacloprid; EF1α and EF2α across developmental stages; RPL10 and TUB across larvae; EF1α and ACT across tissues, and ACT and G6PDH across sex. These results will facilitate the standardization of RT-qPCR and contribute to further research on B. odoriphaga gene function under insecticides stress.",Frontiers in Physiology,2022
10.13925/j.cnki.gsxb.202310289,,,,,
10.13802/j.cnki.zwbhxb.2022.2021046,,,,,
10.11829/j.issn.1001-0629.2021-0680,,,,,
10.32604/phyton.2022.018767,Selection of Stable Reference Genes for Quantitative Real-Time PCR on Paeonia ostii T. Hong et J. X. Zhang Leaves Exposed to Different Drought Stress Conditions,"Yuting Luan, Cong Xu, Xiaoxiao Wang, Daqiu Zhao, Jun Tao",,Phyton,2022
10.1016/j.jia.2022.07.051,Transcriptional search to identify and assess reference genes for expression analysis in Solanumlycopersicum under stress and hormone treatment conditions,"Yao-ke DUAN, Rong HAN, Yan SU, Ai-ying WANG, Shuang LI, Hao SUN, Hai-jun GONG",,Journal of Integrative Agriculture,2022
10.1515/biol-2022-0463,Selection and validation of reference genes for RT-qPCR analysis of different organs at various development stages in <i>Caragana intermedia</i>,"Jinhua Liu, Chuang Yang, Mingzhu Bai, Feng Yan, Haiying Qin, Ruigang Wang, Yongqing Wan, Guojing Li","Abstract
               Reverse transcription quantitative PCR (RT-qPCR) is a technique widely used to investigate the expression of genes. An appropriate reference gene (RG) is essential for RT-qPCR analysis to obtain accurate and reliable results. Caragana intermedia plays an important role in afforestation as a bush. However, due to the lack of appropriate RGs, the research on development-related genes is limited. In this study, the selection for suitable RGs of different organs at various development stages to normalize the results of RT-qPCR about development-related genes was performed. To test the expression stability across all samples, we used the software algorithms such as geNorm, NormFinder, BestKeeper, and RefFinder to evaluate all the candidate RGs. Our results showed that CiEF1α was the most stable RG with little fluctuation among all samples. In addition, CiGAPDH in roots, CiSKIP1 in stems and leaves, and CiEF1α in different organs were selected as the most stable RGs. To confirm the applicability of the most stable RGs, the relative expression of CiWRKY17 was normalized using different candidate RGs. Taken together, our research laid a foundation for the study of development-related genes in C. intermedia.",Open Life Sciences,2022
10.16420/j.issn.0513-353x.2021-0763,,,,,
10.55730/1300-011x.3022,"Reference gene selection for RT-qPCR normalization of strawberry at various organs, different growing stages of fruits, and salt-stress treatment",HAYAT TOPÇU,,Turkish Journal of Agriculture and Forestry,2022
10.37496/rbz5120210120,"Reference gene selection for quantitative PCR in liver, skeletal muscle, and jejunum of Bos indicus cattle","Tamara Cristina Coelho, Antonio Chalfun-Junior, Horllys Gomes Barreto, Marcio de Souza Duarte, Bruno de Oliveira Garcia, Priscilla Dutra Teixeira, Tathyane Ramalho Santos Gionbelli, Márcio Machado Ladeira",,Revista Brasileira de Zootecnia,2022
10.4194/trjfas20646,Selection of Appropriate Housekeeping Genes for Gene Expression Normalization in Hybrid Grouper (Epinephelus fuscoguttatus ♀ × E. lanceolatus ♂),"Junhui Liang, Jia Xu, Shiwei Xie, Junming Cao, Beiping Tan","Since lots of researches using qPCR technique have addressed gene expression in groupers, the suitable housekeeping genes are needed to obtain reliable and precise results. In this study, by using different mathematical algorithms (Genorm, normFinder, BestKeeper and comparative ΔCt method) and the comprehensive ranking software (RefFinder), the stability of seventeen housekeeping genes were assessed in eleven tissues of the hybrid grouper (Epinephelus fuscoguttatus ♀ × E. lanceolatus ♂). Results showed that the stability of housekeeping genes were various in different tissues and the newly identified housekeeping genes were likely more stable than that of commonly used. In conclusion, the expression stability of housekeeping genes showed a tissue-specific manner, and the conserved oligomeric Golgi complex subunit 5 (cog5) and peroxisomal biogenesis factor 14 (pex14) could be universally used as appropriate housekeeping genes across different tissues in hybrid grouper. The present study provides the foundation for more accurate results of qPCR assay in hybrid grouper and other groupers.",Turkish Journal of Fisheries and Aquatic Sciences,2022
10.32615/bp.2021.057,Selection of suitable reference genes for real-time qPCR gene expression in cauliflower under abiotic stress and methyl jasmonate treatment,"H. LIN, Q.R. ZHANG, J.S. CAO, B.Y. QIU, H.S. ZHU, Q.F. WEN",,Biologia plantarum,2022
10.32615/bp.2021.066,Selection and validation of reference genes for RT-qPCR analysis in the pericarp of Litchi chinensis,"F. LI, J.H. SUN, J.L. MEN, H.L. LI, G. WANG, S.J. WANG, J.B. WANG",,Biologia plantarum,2022
10.18502/ijm.v14i2.9188,Validation of reference genes for the normalization of RT-qPCR gene expression in Bacillus siamensis 1021 grown in different culture media,"Warinya Nuwong, Chokchai Kittiwongwattana","Background and Objectives: House-keeping genes are generally selected as reference genes in gene expression analysis. However, some genes may not be stably expressed across all experimental conditions. Thus, this study aimed to validate seven house-keeping genes for gene expression analysis in Bacillus siamensis 1021.
Materials and Methods: Strain 1021 was grown in potato dextrose broth, nutrient broth and mineral salt medium. Re- verse-transcription quantitative PCR was used to determine Cq values of seven reference genes including gyrA, gyrB, ssb and dnaB, rpsU, gat_Yqey and udp in these media. Expression stability of these genes was analyzed, using geNorm and Normfinder applications. The target gene ftsZ was used for assessment of the best candidate genes.
Results: Based on geNorm and Normfinder, ssb was the most-stably expressed gene, while udp was the least-stably ex- pressed gene. Pairwise variation indicated the combination of ssb, gyrA, gyrB and gatB_Yqey was suitable for the normal- ization of ftsZ expression. ftsZ expression in potato dextrose broth and mineral salt medium was higher than that in nutrient broth. In contrast, the normalization against udp resulted in an under- and overestimation of ftsZ expression in potato dextrose broth and mineral salt medium, respectively.
Conclusion: The combination of ssb, gyrA, gyrB and gatB_Yqey was the best candidate for normalization of target gene expression in B. siamensis 1021 in these media. This study emphasized the significance of reference gene validation for gene expression analysis and provided a guideline for future gene expression studies in B. siamensis.",Iranian Journal of Microbiology,2022
10.15244/pjoes/143508,"Assessment of Appropriate Reference Genes
for Quantitative Real-Time Polymerase Chain
Reaction Normalisation in &lt;i&gt;Magnolia sieboldii&lt;/i&gt;
K. Koch across Various Experimental
Conditions","Shixin Guan, Shi Qiu, Mei Mei, Xin Hao, Xiaolin Zhang, Xiujun Lu",,Polish Journal of Environmental Studies,2022
10.11707/j.1001-7488.20220108,,,,,
10.2144/btn-2021-0073,"Selection and Validation of Reference Genes for Quantitative Real-Time PCR in
            <i>Cymbidium Sinense</i>","Yunfang Tian, Zhigang Chu, Huiyu Wang, Guoxia Wang, Si Wu, Yuzhen Yang",,BioTechniques,2022
10.1139/cjps-2020-0302,Selection of appropriate reference genes in different tissues of <i>Vaccinium dunalianum</i> Wight by quantitative real-time PCR for gene expression studies,"Yalin Shao, Aiyi Chen, Wei Chang, Guoze Li, Jinde Yu, Ping Zhao, Yong Ding"," Quantitative real-time polymerase chain reaction (PCR) is a powerful tool for investigating relevant changes in gene expression. At present, there are no reports on reference genes for Vaccinium dunalianum Wight (V. dunalianum Wight). Here, the expression profiles of 15 frequently used reference genes were used to screen for appropriate reference genes in different tissues of V. dunalianum Wight collected in Yunnan and Wuding, China. The cycle threshold (Ct) values of genes in different samples were compared and analyzed. Furthermore, BestKeeper, NormFinder, and geNorm software were used to evaluate the stability of each candidate reference gene. Analysis using geNorm showed that the expression levels of glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and protein phosphatase 2A-2 (PP2A-2) were the most stable. In turn, the expression level of eukaryotic initiation factor-2 (EIF-4A-2) was the most stable as per analysis by NormFinder, while Bestkeeper revealed that actin-related protein-1 (ARP-1) was the most stably expressed. Comprehensive analysis and validation experiments showed that EIF-4A-2 and PP2A-2 were the most suitable reference genes for V. dunalianum Wight. ",Canadian Journal of Plant Science,2022
10.3390/insects13010097,Evaluation of Optimal Reference Genes for qRT-PCR Analysis in Hyphantria cunea (Drury),"Xudong Zhao, Yishu Geng, Tianyi Hu, Yongang Zhao, Suling Yang, Dejun Hao","The relative quantification of gene expression is mainly achieved through reverse transcription-quantitative PCR (qRT-PCR); however, its reliability and precision rely on proper data normalization using one or more optimal reference genes. Hyphantria cunea (Drury) has been an invasive pest of forest trees, ornamental plants, and fruit trees in China for many years. Currently, the molecular physiological role of reference genes in H. cunea is unclear, which hinders functional gene study. Therefore, eight common reference genes, RPS26, RPL13, UBI, AK, RPS15, EIF4A, β-actin, α-tub, were selected to evaluate levels of gene expression stability when subjected to varied experimental conditions, including developmental stage and gender, different tissues, larvae reared on different hosts and different larval density. The geNorm, BestKeeper, ΔCt method, and NormFinder statistical algorithms were used to normalize gene transcription data. Furthermore, the stability/suitability of these candidates was ranked overall by RefFinder. This study provides a comprehensive evaluation of reference genes in H. cunea and could help select reference genes for other Lepidoptera species.",Insects,2022
10.3390/genes13010160,Selection and Validation of Reliable Reference Genes for Gene Expression Studies in Different Genotypes and TRV-Infected Fruits of Peach (Prunus persica L. Batsch) during Ripening,"Ze Xu, Jieyu Dai, Weijing Su, Haixia Wu, Kamran Shah, Libo Xing, Juanjuan Ma, Dong Zhang, Caiping Zhao","Real-time quantitative PCR (RT-qPCR) is a powerful tool to detect and quantify transcription abundance, and the stability of the reference gene determines its success. However, the most suitable reference gene for different genotypes and tobacco rattle virus (TRV) infected fruits was unclear in peach (Prunus persica L. Batsch). In this study, 10 reference genes were selected and gene expression was characterized by RT-qPCR across all samples, including different genotypes and TRV-infected fruits during ripening. Four statistical algorithms (geNorm, NormFinder, BestKeeper, and RefFinder) were used to calculate the stability of 10 reference genes. The geNorm analysis indicated that two suitable reference genes should be used for gene expression normalization. In general, the best combination of reference genes was CYP2 and Tua5 for TRV-infected fruits and CYP2 and Tub1 for different genotypes. In 18S, GADPH, and TEF2, there is an unacceptable variability of gene expression in all experimental conditions. Furthermore, to confirm the validity of the reference genes, the expression levels of PpACO1, PpEIN2, and PpPL were normalized at different fruit storage periods. In summary, our results provide guidelines for selecting reliable reference genes in different genotypes and TRV-infected fruits and lay the foundation for accurate evaluation of gene expression for RT-qPCR analysis in peach.",Genes,2022
10.3390/ijms23020886,"Validating Reference Gene Expression Stability in Human Ovarian Follicles, Oocytes, Cumulus Cells, Ovarian Medulla, and Ovarian Cortex Tissue","Jesús Cadenas, Susanne Elisabeth Pors, Dmitry Nikiforov, Mengxue Zheng, Cristina Subiran, Jane Alrø Bøtkjær, Linn Salto Mamsen, Stine Gry Kristensen, Claus Yding Andersen","Human ovarian cells are phenotypically very different and are often only available in limited amounts. Despite the fact that reference gene (RG) expression stability has been validated in oocytes and other ovarian cells from several animal species, the suitability of a single universal RG in the different human ovarian cells and tissues has not been determined. The present study aimed to validate the expression stability of five of the most used RGs in human oocytes, cumulus cells, preantral follicles, ovarian medulla, and ovarian cortex tissue. The selected genes were glyceraldehyde 3-phosphate dehydrogenase (GAPDH), beta-2-microglobulin (B2M), large ribosomal protein P0 (RPLP0), beta-actin (ACTB), and peptidylprolyl isomerase A (PPIA). Overall, the stability of all RGs differed among ovarian cell types and tissues. NormFinder identified ACTB as the best RG for oocytes and cumulus cells, and B2M for medulla tissue and isolated follicles. The combination of two RGs only marginally increased the stability, indicating that using a single validated RG would be sufficient when the available testing material is limited. For the ovarian cortex, depending on culture conditions, GAPDH or ACTB were found to be the most stable genes. Our results highlight the importance of assessing RGs for each cell type or tissue when performing RT-qPCR analysis.",International Journal of Molecular Sciences,2022
