PMID,Title,Authors,Abstract,Journal,Year,Country,DOI,PublicationType,MeSH,Keywords,methods&algorithms,organism
40417665,Integrative analysis of bulk and single-cell RNA sequencing data reveals increased arachidonic acid metabolism in osteoarthritic chondrocytes.,"Wu Kan, Zhong Zhaoqian, Chen Li, Luo Haihua, Jiang Aolin, Tao Linlin, Jiang Yong","Abnormal lipid metabolism in chondrocytes, especially arachidonic acid (AA) metabolism, has attracted considerable attention in promoting osteoarthritis (OA) progression. However, the metabolic regulation of chondrocytes in OA remains to be investigated.",Frontiers in medicine,2025.0,Switzerland,10.3389/fmed.2025.1552029,Journal Article,,"MIF, arachidonic acid, bulk RNA sequencing, chondrocyte, osteoarthritis, single-cell RNA sequencing",No methods or algorithms mentioned in the abstract.,Chondrocytes.
27284322,"Effect of <i>Helicobacter pylori</i> on <i>NFKB1</i>, <i>p38α</i> and <i>TNF-α</i> mRNA expression levels in human gastric mucosa.","Sulzbach DE Oliveira Henrique Sulzbach, Biolchi Vanderlei, Richardt Medeiros Helouise Richardt, Bizerra Gandor Jantsch Daiane Bizerra Gandor, Knabben DE Oliveira Becker Delving Luciana Knabben, Reckziegel Roberto, Goettert Márcia Inês, Brum Ilma Simoni, Pozzobon Adriane","<i>Helicobacter pylori</i> infects ~50% of the world population, causing chronic gastritis and other forms of cellular damage. The present study assessed the influence of <i>H. pylori</i> on the mRNA expression levels of nuclear factor-κB1 (<i>NFKB1</i>), <i>p38α</i> and tumor necrosis factor-α (<i>TNF-α</i>) in human gastric mucosa in a southern Brazilian population. Human gastric tissue was collected by upper endoscopy and <i>H. pylori</i> diagnosis was performed using a rapid urease test and histological analysis. Total RNA was extracted and purified for subsequent cDNA synthesis and analysis by quantitative polymerase chain reaction (qPCR). The gastric tissue samples were divided into four groups as follows: Normal, inactive chronic gastritis, active chronic gastritis and intestinal metaplasia. The <i>SDHA</i> gene was classified as the most stable when compared with <i>ACTB</i>, <i>GAPDH</i>, <i>B2M</i> and <i>HPRT1</i> genes, and was therefore selected as the reference gene for qPCR data normalization. TNF-α mRNA expression was significantly higher in samples that were positive for <i>H. pylori</i> and with active chronic gastritis. However, no difference was detected in the mRNA expression levels of <i>NFKB1</i> and <i>p38α</i> between the groups. The present study concluded that the presence of <i>H. pylori</i> is associated with <i>TNF-α</i> upregulation in human gastric mucosa, but had no effect on <i>NFKB1</i> and <i>p38α</i> mRNA expression levels.",Experimental and therapeutic medicine,2016.0,Greece,10.3892/etm.2016.3213,Journal Article,,"Helicobacter pylori, gastritis, gene expression, inflammation, quantitative polymerase chain reaction","Quantitative polymerase chain reaction (qPCR), cDNA synthesis, gene selection (SDHA), data normalization.","[Helicobacter pylori, human gastric mucosa, nuclear factor-κB1 (NFKB1), p38α, tumor necrosis factor-α (TNF-α), SDHA, ACTB, GAPDH, B2M, HPRT1]"
35046895,"qPCR Analysis Reveals Association of Differential Expression of <i>SRR</i>, <i>NFKB1</i>, and <i>PDE4B</i> Genes With Type 2 Diabetes Mellitus.","Raza Waseem, Guo Jinlei, Qadir Muhammad Imran, Bai Baogang, Muhammad Syed Aun","Type 2 diabetes mellitus (T2DM) is a heterogeneous, metabolic, and chronic condition affecting vast numbers of the world's population. The related variables and T2DM associations have not been fully understood due to their diverse nature. However, functional genomics can facilitate understanding of the disease. This information will be useful in drug design, advanced diagnostic, and prognostic markers.",Frontiers in endocrinology,2021.0,Switzerland,10.3389/fendo.2021.774696,"Journal Article, Research Support, Non-U.S. Gov't","Cyclic Nucleotide Phosphodiesterases, Type 4, Diabetes Mellitus, Type 2, Gene Expression, Humans, NF-KappaB Inhibitor alpha, Racemases and Epimerases, Real-Time Polymerase Chain Reaction","T2DM, cDNA datasets, differential expressed genes, enrichment analysis, expression profiling, qPCR",No methods or algorithms mentioned in the abstract.,[No specific organisms mentioned in the abstract]
32811887,Reference gene selection for qRT-PCR analysis of season- and tissue-specific gene expression profiles in the honey bee Apis mellifera.,"Jeon Ji Hyang, Moon KyungHwan, Kim YeongHo, Kim Young Ho","Honey bees are both important pollinators and model insects due to their highly developed sociality and colony management. To better understand the molecular mechanisms underlying honey bee colony management, it is important to investigate the expression of genes putatively involved in colony physiology. Although quantitative real-time PCR (qRT-PCR) can be used to quantify the relative expression of target genes, internal reference genes (which are stably expressed across different conditions) must first be identified to ensure accurate normalisation of target genes. To identify reliable reference genes in honey bee (Apis mellifera) colonies, therefore, we evaluated seven candidate genes (ACT, EIF, EF1, RPN2, RPS5, RPS18 and GAPDH) in samples collected from three honey bee tissue types (head, thorax and abdomen) across all four seasons using three analysis programmes (NormFinder, BestKeeper and geNorm). Subsequently, we validated various normalisation methods using each of the seven reference genes and a combination of multiple genes by calculating the expression of catalase (CAT). Although the genes ranked as the most stable gene were slightly different on conditions and analysis methods, our results suggest that RPS5, RPS18 and GAPDH represent optimal honey bee reference genes for target gene normalisation in qRT-PCR analysis of various honey bee tissue samples collected across seasons.",Scientific reports,2020.0,England,10.1038/s41598-020-70965-4,"Journal Article, Research Support, Non-U.S. Gov't","Animals, Bees, DNA Primers, Gene Expression, Gene Expression Profiling, Organ Specificity, Pupa, Real-Time Polymerase Chain Reaction, Reference Standards, Transcriptome",,"[ACT, EIF, EF1, RPN2, RPS5, RPS18, GAPDH, NormFinder, BestKeeper, geNorm]","Honey bees (Apis mellifera), seven candidate genes: ACT, EIF, EF1, RPN2, RPS5, RPS18 and GAPDH."
39190750,Evaluation of suitable reference genes for qPCR normalisation of gene expression in a Achilles tendon injury model.,"Marr Neil, Meeson Richard, Piercy Richard J, Hildyard John C W, Thorpe Chavaunne T","Tendons are one of the major load-bearing tissues in the body; subjected to enormous peak stresses, and thus vulnerable to injury. Cellular responses to tendon injury are complex, involving inflammatory and repair components, with the latter employing both resident and recruited exogenous cell populations. Gene expression analyses are valuable tools for investigating tendon injury, allowing assessment of repair processes and pathological responses such as fibrosis, and permitting evaluation of therapeutic pharmacological interventions. Quantitative polymerase chain reaction (qPCR) is a commonly used approach for such studies, but data obtained by this method must be normalised to reference genes: genes known to be stably expressed between the experimental conditions investigated. Establishing suitable tendon injury reference genes is thus essential. Accordingly we investigated mRNA expression stability in a rat model of tendon injury, comparing both injured and uninjured tendons, and the effects of rapamycin treatment, at 1 and 3 weeks post injury. We used 11 candidate genes (18S, ACTB, AP3D1, B2M, CSNK2A2, GAPDH, HPRT1, PAK1IP1, RPL13a, SDHA, UBC) and assessed stability via four complementary algorithms (Bestkeeper, deltaCt, geNorm, Normfinder). Our results suggests that ACTB, CSNK2A2, HPRT1 and PAK1IP1 are all stably expressed in tendon, regardless of injury or drug treatment: any three of these would serve as universally suitable reference gene panel for normalizing qPCR expression data in the rat tendon injury model. We also reveal 18S, UBC, GAPDH, and SDHA as consistently poor scoring candidates (with the latter two exhibiting rapamycin- and injury-associated changes, respectively): these genes should be avoided.",PloS one,2024.0,United States,10.1371/journal.pone.0306678,Journal Article,"Animals, Achilles Tendon, Rats, Tendon Injuries, Reference Standards, Real-Time Polymerase Chain Reaction, Disease Models, Animal, Gene Expression Profiling, Male, RNA, Messenger, Sirolimus, Rats, Sprague-Dawley",,"qPCR, Bestkeeper, deltaCt, geNorm, Normfinder, rapamycin treatment.","Rats [Rattus norvegicus], tendon cells, resident cells, recruited exogenous cells, rat model of tendon injury.
Specific organisms mentioned in the abstract:
- Rats (Rattus norvegicus)
- tendon cells
- resident cells
- recruited exogenous cells
Additionally mentioned:
- Gene expression analyses
- Quantitative polymerase chain reaction (qPCR)
- Eleven candidate genes: 18S, ACTB, AP3D1, B2M, CSNK2A2, GAPDH, HPRT1, PAK1IP1, RPL13a"
29423032,Small non-coding RNA profiling in human biofluids and surrogate tissues from healthy individuals: description of the diverse and most represented species.,"Ferrero Giulio, Cordero Francesca, Tarallo Sonia, Arigoni Maddalena, Riccardo Federica, Gallo Gaetano, Ronco Guglielmo, Allasia Marco, Kulkarni Neha, Matullo Giuseppe, Vineis Paolo, Calogero Raffaele A, Pardini Barbara, Naccarati Alessio","The role of non-coding RNAs in different biological processes and diseases is continuously expanding. Next-generation sequencing together with the parallel improvement of bioinformatics analyses allows the accurate detection and quantification of an increasing number of RNA species. With the aim of exploring new potential biomarkers for disease classification, a clear overview of the expression levels of common/unique small RNA species among different biospecimens is necessary. However, except for miRNAs in plasma, there are no substantial indications about the pattern of expression of various small RNAs in multiple specimens among healthy humans. By analysing small RNA-sequencing data from 243 samples, we have identified and compared the most abundantly and uniformly expressed miRNAs and non-miRNA species of comparable size with the library preparation in four different specimens (plasma exosomes, stool, urine, and cervical scrapes). Eleven miRNAs were commonly detected among all different specimens while 231 miRNAs were globally unique across them. Classification analysis using these miRNAs provided an accuracy of 99.6% to recognize the sample types. piRNAs and tRNAs were the most represented non-miRNA small RNAs detected in all specimen types that were analysed, particularly in urine samples. With the present data, the most uniformly expressed small RNAs in each sample type were also identified. A signature of small RNAs for each specimen could represent a reference gene set in validation studies by RT-qPCR. Overall, the data reported hereby provide an insight of the constitution of the human miRNome and of other small non-coding RNAs in various specimens of healthy individuals.",Oncotarget,2018.0,United States,10.18632/oncotarget.23203,Journal Article,,"microRNAs, next-generation sequencing, non-invasive biomarkers, small non-coding RNA profiling, surrogate tissues","Next-generation sequencing, bioinformatics analyses, miRNA expression levels, small RNA-sequencing data analysis, classification analysis, piRNAs, tRNAs.","miRNAs [11 specific miRNAs not mentioned], non-miRNA species [piRNAs, tRNAs], plasma exosomes, stool, urine, cervical scrapes (biospecimens from healthy humans)"
39695372,"Comprehensive analysis of housekeeping genes, tissue-specific genes, and dynamic regulation across developmental stages in pearl millet.","Luo Wei, Sun Min, Zhang Ailing, Lin Chuang, Jin Yarong, Wang Xiaoshan, Huang Linkai","Pearl millet (Pennisetum glaucum (L.) R. Br.) is a vital cereal crop, predominantly cultivated in arid and semi-arid regions of Asia and Africa. It serves as a staple food for millions, while also being utilized as forage and an energy crop. The crop's resistance to heat and drought, coupled with its high biomass, positions it as a promising candidate for climate-resilient agriculture. A detailed understanding of its gene expression patterns across various tissues and developmental stages is essential for enhancing its yield and quality. This study aims to fill this knowledge gap by employing RNA-seq to identify housekeeping genes (HKGs) and tissue-specific genes (TSGs) in pearl millet.",BMC genomics,2024.0,England,10.1186/s12864-024-11114-3,Journal Article,"Pennisetum, Gene Expression Regulation, Plant, Genes, Essential, Gene Expression Profiling, Organ Specificity, Gene Expression Regulation, Developmental, Genes, Plant, Transcriptome, Plant Proteins","Development, Housekeeping gene, Pearl millet, RNA-seq, Tissue-specific gene",[RNA-seq],"[Pennisetum glaucum (L.) R. Br.]
This organism is mentioned multiple times in the abstract, specifically referred to as ""pearl millet"" or ""the crop."""
40843906,Newborn Screening Program for Spinal Muscular Atrophy in the Campania Region (Italy): Current Limitations and Potential Perspectives.,"Ambrosio Adelaide, Fioretti Tiziana, D'Andrea Barbara, Pezone Lucia, Bitetti Ilaria, Di Domenico Carmela, Vallone Sabrina, Maiolo Valeria, Cioce Angela, Giustino Mariano, Varone Antonio, Esposito Gabriella","Three targeted therapies are currently available for spinal muscular atrophy (SMA), which have dramatically changed the natural history of this severe and potentially fatal disease. More than 95% of SMA cases have a homozygous deletion of exon 7 of the <i>SMN1</i> gene. Disease expression mainly depends on the copy number of <i>SMN2</i>, a hypomorphic copy of <i>SMN1</i>. Many countries in the world have implemented newborn screening (NBS) programs for early identification and treatment of children with SMA. We herein present the first two-year results of the SMA NBS program in Campania, a region with one of the highest birth rates in Italy. Genomic DNA was extracted from dried blood spots (DBS) and peripheral blood. For DBS, the <i>SMN1</i> gene copy number was evaluated by quantitative polymerase chain reaction (qPCR) targeting <i>SMN1</i> exon 7 and a reference gene (<i>RPP30</i>). In positive newborns and their parents, <i>SMN1</i>/<i>SMN2</i> copies were evaluated by multiplex ligation probe amplification (MLPA). We analyzed 77,945 newborns and identified 11 positive children. Six patients had 2 copies of <i>SMN2</i>, but only one showed severe SMA-related signs at birth. Eligible newborns were treated with gene therapy within 20 days of birth. Notably, qPCR failed to amplify the reference <i>RPP30</i> gene in 10/77,945 DBS. Despite this limitation, we observed that about 1/40 DBS had ΔCt values consistent with the presence of one <i>SMN1</i> copy. The semi-automated procedure used for SMA NBS showed excellent performance in detecting the presence of homozygous deletion of <i>SMN1</i> exon 7, with the exception of a few cases with the absence of amplification of the reference gene. By solving this limitation, the screening procedure has the potential to detect heterozygous carriers of the <i>SMN1</i> deletion and, consequently, identify families at procreative risk of SMA.",International journal of neonatal screening,2025.0,Switzerland,10.3390/ijns11030064,Journal Article,,"carrier screening, newborn screening, spinal muscular atrophy, targeted therapy","quantitative polymerase chain reaction (qPCR), targeting <i>SMN1</i> exon 7 and a reference gene (<i>RPP30</i>), multiplex ligation probe amplification (MLPA)","<i>SMN1</i> gene, <i>SMN2</i> gene, <i>RPP30</i> gene, Spinal muscular atrophy (SMA) patients, Campania region population, Italian population, Newborns, Children."
35731142,Upregulated expression of FFAR2 and SOC3 genes is associated with gout.,"Orji Oliver C, López-Domínguez Maria B, Sandoval-Plata Gabriela, Guetta-Baranes Tamar, Valdes Ana M, Doherty Michael, Morgan Kevin, Abhishek Abhishek","To examine the expression of Free fatty acid receptor 2 (FFAR2) and Suppressor of cytokine signalling 3 (SOCS3) genes in asymptomatic hyperuricaemia (AH), AH with MSU crystal deposition, inter-critical gout and gout flare.","Rheumatology (Oxford, England)",2023.0,England,10.1093/rheumatology/keac360,"Journal Article, Research Support, Non-U.S. Gov't","Humans, Gout, Symptom Flare Up, Uric Acid, Hyperuricemia, Cytokines","FFAR2, SOCS3, gene expression, gout",No methods or algorithms mentioned in the abstract.,"[Asymptomatic hyperuricaemia (AH) patients]
No specific organisms mentioned in the abstract."
27092149,"Identification, Expression Analysis, and Target Prediction of Flax Genotroph MicroRNAs Under Normal and Nutrient Stress Conditions.","Melnikova Nataliya V, Dmitriev Alexey A, Belenikin Maxim S, Koroban Nadezhda V, Speranskaya Anna S, Krinitsina Anastasia A, Krasnov George S, Lakunina Valentina A, Snezhkina Anastasiya V, Sadritdinova Asiya F, Kishlyan Natalya V, Rozhmina Tatiana A, Klimina Kseniya M, Amosova Alexandra V, Zelenin Alexander V, Muravenko Olga V, Bolsheva Nadezhda L, Kudryavtseva Anna V","Cultivated flax (Linum usitatissimum L.) is an important plant valuable for industry. Some flax lines can undergo heritable phenotypic and genotypic changes (LIS-1 insertion being the most common) in response to nutrient stress and are called plastic lines. Offspring of plastic lines, which stably inherit the changes, are called genotrophs. MicroRNAs (miRNAs) are involved in a crucial regulatory mechanism of gene expression. They have previously been assumed to take part in nutrient stress response and can, therefore, participate in genotroph formation. In the present study, we performed high-throughput sequencing of small RNAs (sRNAs) extracted from flax plants grown under normal, phosphate deficient and nutrient excess conditions to identify miRNAs and evaluate their expression. Our analysis revealed expression of 96 conserved miRNAs from 21 families in flax. Moreover, 475 novel potential miRNAs were identified for the first time, and their targets were predicted. However, none of the identified miRNAs were transcribed from LIS-1. Expression of seven miRNAs (miR168, miR169, miR395, miR398, miR399, miR408, and lus-miR-N1) with up- or down-regulation under nutrient stress (on the basis of high-throughput sequencing data) was evaluated on extended sampling using qPCR. Reference gene search identified ETIF3H and ETIF3E genes as most suitable for this purpose. Down-regulation of novel potential lus-miR-N1 and up-regulation of conserved miR399 were revealed under the phosphate deficient conditions. In addition, the negative correlation of expression of lus-miR-N1 and its predicted target, ubiquitin-activating enzyme E1 gene, as well as, miR399 and its predicted target, ubiquitin-conjugating enzyme E2 gene, was observed. Thus, in our study, miRNAs expressed in flax plastic lines and genotrophs were identified and their expression and expression of their targets was evaluated using high-throughput sequencing and qPCR for the first time. These data provide new insights into nutrient stress response regulation in plastic flax cultivars.",Frontiers in plant science,2016.0,Switzerland,10.3389/fpls.2016.00399,Journal Article,,"Linum usitatissimum, gene expression, genotroph, miR399, microRNA, nutrient stress, qPCR, reference gene","[high-throughput sequencing, miRNAs identification, expression evaluation, qPCR, ETIF3H gene, ETIF3E gene, miR168, miR169, miR395, miR398, miR399, miR408, lus-miR-N1, ubiquitin-activating enzyme E1 gene, ubiquitin-conjugating enzyme E2 gene]","Linum usitatissimum L. (flax), LIS-1 (heritable insertion), miRNAs, ETIF3H and ETIF3E (reference genes)"
30251045,Development and evaluation of gene expression biomarkers for chemical pollution in common frog (Rana temporaria) tadpoles.,"Carlsson Gunnar, Tydén Eva","Pollutants have been proposed as one factor in the worldwide declines of amphibian species and populations. Applying gene expression analysis of liver RNA in tadpoles would be a possible approach for biomarker measurements to increase knowledge of ecological health in amphibian populations. The major aim of this study was to explore the relevance of applying gene expression analyses of cytochrome p450 (cyp1a), metallothionein (mt), and vitellogenin (vtg) in Rana temporaria tadpoles. Therefore, tadpoles were exposed for 1 week to β-naphthoflavone (BNF), cadmium chloride (CdCl<sub>2</sub>), and ethinylestradiol (EE2). Primers were developed for RT-qPCR to analyze gene expression in livers. The result showed that the methods for gene expression analyses of cyp1a, mt, and vtg as well as the reference gene β-actin (bact) were successful not only in R. temporaria but also in another amphibian, Rana arvalis. The gene expression of cyp1a was induced by BNF and the gene expression of mt was induced by CdCl<sub>2</sub> but no significant induction was recorded in vtg expression after exposure to EE2. Gene expressions varied throughout the tadpole metamorphosis development, in particular for vtg. Overall, the use of gene expression of cyp1a and mt as biomarkers in wild tadpoles seems promising while the use of vtg seems less relevant due to high natural variation and low background expression. The study shows that variations in gene expressions between tadpoles of different genetic origin are important to consider when evaluating the data. The present study has thus increased the background knowledge about gene expression applicability as biomarker for tadpoles.",Environmental science and pollution research international,2018.0,Germany,10.1007/s11356-018-3260-z,Journal Article,"Animals, Cytochrome P450 Family 1, Environmental Biomarkers, Environmental Monitoring, Environmental Pollutants, Gene Expression, Larva, Metallothionein, Metamorphosis, Biological, Rana temporaria, Vitellogenins","Biomarker, Gene expression, Metallothionein, Pollution, Rana temporaria, Vitellogenin, cyp1A","RT-qPCR, gene expression analysis of cytochrome p450 (cyp1a), metallothionein (mt), vitellogenin (vtg), and reference gene β-actin (bact), primer development, exposure to β-naphthoflavone (BNF), cadmium chloride (CdCl<sub>2</sub>), and ethinylestradiol (EE2)","[Rana temporaria (common frog), Rana arvalis (northern moor frog), β-naphthoflavone, cadmium chloride, ethinylestradiol, cytochrome p450 (cyp1a), metallothionein (mt), vitellogenin (vtg), β-actin (bact)]"
39673314,Impact of chemical oxygen demand to nitrogen ratio on ANAMMOX bacterial growth in an up-flow anaerobic sludge blanket reactor.,"Msimango Sandile S, Nasr Mahmoud, Bux Faizal, Kumari Sheena","While several studies have investigated the effect of varying carbon-to-nitrogen (C/N) ratios on the ANAMMOX performance, there is still a research gap in illustrating the shift in 16S rRNA gene copy number and functional microbial population during operation. Hence, this study focuses on utilizing a reference gene and target functional genes to demonstrate the synergetic interaction between ANAMMOX, ammonia-oxidizing bacteria (AOB), and nitrite-oxidizing bacteria (NOB), using an up-flow anaerobic sludge blanket (UASB) under different C/N conditions. It was demonstrated that elevating the C/N ratio from 1.0 to 2.0 reduced the COD and NH4<sup>+</sup>-N removal efficiencies from 80.12 to 48.62% and from 88.99 to 72.59%, respectively. Based on the qPCR evaluation, at the C/N ratio of 1.5, the abundance of ANAMMOX, AOB, <i>Nitrobacter</i>, and <i>Nitrospira</i> was 2.52 × 10<sup>6</sup>, 82, 5.39 × 10<sup>3</sup>, and 12.98 × 10<sup>3</sup> copies/μL, respectively. However, with the further increase of C/N ratio to 2.0, their abundance was reduced to 1.09 × 10<sup>6</sup>, 46, 0.98 × 10<sup>3</sup>, and 3.47 × 10<sup>3</sup> copies/μL, respectively. The expression of <i>hzo</i> gene encoding for hydrazine dehydrogenase was 169-folds at C/N = 1 and almost inhibited at C/N = 2. The results of microbial population structure using 16S rRNA reverse transcriptase (RT)-qPCR technique depicted a competition between ANAMMOX and heterotrophic bacteria for the available substrate at higher C/N ratios.",Water science and technology : a journal of the International Association on Water Pollution Research,2024.0,England,10.2166/wst.2024.376,Journal Article,"Nitrogen, Bioreactors, Sewage, Anaerobiosis, Bacteria, Biological Oxygen Demand Analysis, Oxidation-Reduction, RNA, Ribosomal, 16S, Ammonia, Waste Disposal, Fluid","ANAMMOX performance, C/N ratio, denitrification, gene expression, microbial community, nitrogen removal","qPCR, 16S rRNA gene copy number, functional genes (ANAMMOX, ammonia-oxidizing bacteria (AOB), nitrite-oxidizing bacteria (NOB), <i>Nitrobacter</i>, and <i>Nitrospira</i>), expression of <i>hzo</i> gene, hydrazine dehydrogenase, up-flow anaerobic sludge blanket (UASB), COD removal efficiency, NH4<sup>+</sup>-N removal efficiency.","ANAMMOX [bacteria], ammonia-oxidizing bacteria (AOB) [bacteria], <i>Nitrobacter</i> [bacteria], <i>Nitrospira</i> [bacteria], heterotrophic bacteria [bacteria]"
33013760,Development of Real-Time PCR Assay to Specifically Detect 22 <i>Bifidobacterium</i> Species and Subspecies Using Comparative Genomics.,"Kim Hyeon-Be, Kim Eiseul, Yang Seung-Min, Lee Shinyoung, Kim Mi-Ju, Kim Hae-Yeong","<i>Bifidobacterium</i> species are used as probiotics to provide beneficial effects to humans. These effects are specific to some species or subspecies of <i>Bifidobacterium</i>. However, some <i>Bifidobacterium</i> species or subspecies are not distinguished because similarity of 16S rRNA and housekeeping gene sequences within <i>Bifidobacterium</i> species is very high. In this study, we developed a real-time polymerase chain reaction (PCR) assay to rapidly and accurately detect 22 <i>Bifidobacterium</i> species by selecting genetic markers using comparative genomic analysis. A total of 210 <i>Bifidobacterium</i> genome sequences were compared to select species- or subspecies-specific genetic markers. A phylogenetic tree based on pan-genomes generated clusters according to <i>Bifidobacterium</i> species or subspecies except that two strains were not grouped with their subspecies. Based on pan-genomes constructed, species- or subspecies-specific genetic markers were selected. The specificity of these markers was confirmed by aligning these genes against 210 genome sequences. Real-time PCR could detect 22 <i>Bifidobacterium</i> specifically. We constructed the criterion for quantification by standard curves. To further test the developed assay for commercial food products, we monitored 26 probiotic products and 7 dairy products. Real-time PCR results and labeling data were then compared. Most of these products (21/33, 63.6%) were consistent with their label claims. Some products labeled at species level only can be detected up to subspecies level through our developed assay.",Frontiers in microbiology,2020.0,Switzerland,10.3389/fmicb.2020.02087,Journal Article,,"Bifidobacterium, comparative genomics, detection method, identification, pan-genome, probiotic, real-time PCR, whole-genome sequence","Real-time polymerase chain reaction (PCR), comparative genomic analysis, pan-genomes, phylogenetic tree, species- or subspecies-specific genetic markers, standard curves.","<i>Bifidobacterium</i> species (unspecified), 22 specific <i>Bifidobacterium</i> species (not named in the abstract), some <i>Bifidobacterium</i> species or subspecies."
38724593,Mammalian and avian species quantification in homogenized foods: real time PCR and digital PCR as tools for label compliance controls.,"Barbara Bertasi, Michela Tilola, Lucia Mangeri, Roberto Benevenia, Veronica Cappa, Alessandra Scaburri, Sonia Scaramagli, Raffaella Bergami, Pavoni Enrico, Marina Nadia Losio, Simone Peletto","Currently food fraud and authenticity of products composition are topics of great concern; ingredients quantification could allow to identify small amounts of contaminats or voluntary addition of improper components. Many molecular methods are available for species identification in foodstuffs but, for a better application, they should not be affected by the interference of other ingredients. The main purpose of this work was to verify the Real Time PCR and the Digital PCR (dPCR) quantification performances on baby food samples, specifically selected for their high miscibility to limit variability; chicken was selected as target to verify the performance of quantification of methods after having spiked the same quantity in different baby foods. The other aims were: (1) to verify a constant genome copies ratio existence between mammalian and avian species (2) to verify the dPCR performance, set up on housekeeping, to quantify mammalian and avian species in commercial products. Digital PCR showed fewer differences respect to Real Time PCR, at the same 15% w/w chicken spiking level. Despite the constant difference between mammalian and avian genome copies, in samples with the same spiking weight, the confidence intervals increasing towards the extreme values, made impossible to use genome copies ratio as a sort of correction factor between species. Finally, the dPCR system using the myostatin housekeeping gene to determine the chicken content seemed reliable to verify the labelling compliance in meat-based commercial products.",Scientific reports,2024.0,England,10.1038/s41598-024-61009-2,"Journal Article, Research Support, Non-U.S. Gov't","Animals, Real-Time Polymerase Chain Reaction, Chickens, Mammals, Food Labeling, Food Analysis, Birds, Meat, Polymerase Chain Reaction",,"Real Time PCR, Digital PCR (dPCR), housekeeping gene (myostatin)",Chicken [Gallus gallus domesticus]
40685097,"Molecular identification, genetic diversity, and antibiotic resistance of pathogenic bacteria in finfish aquaculture systems of southwestern Bangladesh.","Mosharraf Hossain Md Mer, Saha Tutul Kumar, Alarfaj Abdullah A, Alharbi Sulaiman Ali, Ansari Mohammad Javed, Farid Md Almamun, Farjana Nawshin, Afroz Rukaiya, Moon Rubab Sharmeen, Tanni Lutfun Nahar, Tonni Nishat Zahan, Mekat Mahbuba Rahman, Sen Bipul Kumar, Lopa Nahida Jahan, Ghosh Ritu Rani","Bacterial disease outbreaks continue to threaten finfish aquaculture in southwestern Bangladesh, resulting in significant economic losses and heightened food security concerns. To address the absence of robust molecular diagnostics and genetic diversity assessment for bacterial pathogens, a comprehensive five-year study (2018-2023) was conducted to evaluate pathogen prevalence, genetic diversity, and antibiotic resistance, with the goal of informing region-specific management strategies. A total of 340 fish, representing 17 species from 10 districts, were systematically collected from farms, hatcheries, nurseries, and markets. Specimens underwent phenotypic and biochemical characterization, followed by DNA extraction and quantification under stringent quality control protocols. Quantitative PCR (qPCR) utilizing species-specific primers, including the 16S rRNA housekeeping gene, enabled sensitive detection and quantification of bacterial loads. Statistical analyses included one-way ANOVA to compare mean log10 copy numbers and Ct values across districts, fish species, and tissue types, with post hoc t-tests identifying significant differences. Random Amplified Polymorphic DNA (RAPD) and cluster analyses were employed to assess genetic similarity and diversity among 75 representative isolates. Regression analysis identified nutrient concentration as a significant predictor of bacterial growth (p = 0.0461), with optimal culture conditions determined at 1-2 % nutrients, pH 6.5-7, and temperature 25-37 °C. High bacterial loads were detected in gill tissues, with Edwardsiella ictaluri (Ct 19.8 ± 2.1) and Aeromonas hydrophila (Ct 21.4 ± 1.9) being most prevalent, and the highest E. ictaluri load (8.5 ± 0.3 log10 copies) observed in Pangasius hypophthalmus from Bagerhat (p < 0.001). The lowest pathogen prevalence was recorded in Magura district. RAPD analysis demonstrated significant genetic similarity among isolates from Khulna, Satkhira, and Bagerhat. Antibiotic susceptibility testing revealed resistance to Tetracycline but susceptibility to Ciprofloxacin and Gentamicin. These findings highlight pronounced spatial variation in pathogen prevalence, genetic diversity, and antibiotic resistance, emphasizing the critical need for integrated molecular diagnostics, targeted surveillance, and sustainable management practices to protect aquaculture health and productivity in Bangladesh.",Microbial pathogenesis,2025.0,England,10.1016/j.micpath.2025.107910,Journal Article,"Bangladesh, Aquaculture, Animals, Genetic Variation, Fish Diseases, Fishes, Bacteria, RNA, Ribosomal, 16S, Drug Resistance, Bacterial, Random Amplified Polymorphic DNA Technique, Anti-Bacterial Agents, DNA, Bacterial, Phylogeny, Microbial Sensitivity Tests","Antibiotic resistance, Aquaculture health, Bacterial pathogens, Genetic diversity, PCR and qPCR analysis","Quantitative PCR (qPCR) with species-specific primers, including the 16S rRNA housekeeping gene, One-way ANOVA, post hoc t-tests, Random Amplified Polymorphic DNA (RAPD), cluster analyses, Regression analysis, Tetracycline, Ciprofloxacin, Gentamicin.","Edwardsiella ictaluri, Aeromonas hydrophila, Pangasius hypophthalmus, 17 fish species (unspecified), 75 representative isolates."
